1289530990,279498.7,6130220.0,3.123
1289530991,279498.8,6130220.0,3.125
1289530992,279498.8,6130220.0,3.116
1289530993,279498.8,6130220.0,3.128
1289530994,279498.8,6130220.0,3.126
1289530995,279498.8,6130220.0,3.117
1289530996,279498.8,6130220.0,3.121
1289530997,279498.8,6130220.0,3.116
1289530998,279498.8,6130220.0,3.119
1289530999,279498.8,6130220.0,3.117
1289531000,279498.8,6130220.0,3.113
1289531001,279498.8,6130220.0,3.119
1289531002,279498.8,6130220.0,3.113
1289531003,279498.8,6130220.0,3.116
1289531004,279498.8,6130220.0,3.116
1289531005,279498.8,6130220.0,3.114
1289531006,279498.8,6130220.0,3.117
1289531007,279498.8,6130220.0,3.114
1289531008,279498.8,6130220.0,3.115
1289531009,279498.8,6130220.0,3.115
1289531010,279498.8,6130220.0,3.113
1289531011,279498.8,6130220.0,3.119
1289531012,279498.8,6130220.0,3.114
1289531013,279498.8,6130220.0,3.113
1289531014,279498.8,6130220.0,3.116
1289531015,279498.8,6130220.0,3.115
1289531016,279498.8,6130220.0,3.115
1289531017,279498.8,6130220.0,3.113
1289531018,279498.8,6130220.0,3.113
1289531019,279498.8,6130220.0,3.113
1289531020,279498.8,6130220.0,3.114
1289531021,279498.8,6130220.0,3.113
1289531022,279498.8,6130220.0,3.114
1289531023,279498.8,6130220.0,3.115
1289531024,279498.8,6130220.0,3.114
1289531025,279498.8,6130220.0,3.114
1289531026,279498.8,6130220.0,3.112
1289531027,279498.8,6130220.0,3.113
1289531028,279498.8,6130220.0,3.115
1289531029,279498.8,6130220.0,3.114
1289531030,279498.8,6130220.0,3.114
1289531031,279498.8,6130220.0,3.115
1289531032,279498.8,6130220.0,3.117
1289531033,279498.8,6130220.0,3.116
1289531034,279498.8,6130220.0,3.113
1289531035,279498.8,6130220.0,3.116
1289531036,279498.8,6130220.0,3.115
1289531037,279498.8,6130220.0,3.113
1289531038,279498.8,6130220.0,3.115
1289531039,279498.8,6130220.0,3.112
1289531040,279498.8,6130220.0,3.113
1289531041,279498.8,6130220.0,3.115
1289531042,279498.8,6130220.0,3.114
1289531043,279498.8,6130220.0,3.114
1289531044,279498.8,6130220.0,3.114
1289531045,279498.8,6130220.0,3.118
1289531046,279498.8,6130220.0,3.127
1289531047,279498.8,6130220.0,3.117
1289531048,279498.8,6130220.0,3.122
1289531049,279498.7,6130220.0,3.113
1289531050,279498.7,6130220.0,3.113
1289531051,279498.7,6130220.0,3.121
1289531052,279498.7,6130220.0,3.122
1289531053,279498.7,6130220.0,3.121
1289531054,279498.7,6130220.0,3.115
1289531055,279498.7,6130220.0,3.112
1289531056,279498.7,6130220.0,3.116
1289531057,279498.7,6130220.0,3.114
1289531058,279498.7,6130220.0,3.115
1289531059,279498.7,6130220.0,3.112
1289531060,279498.7,6130220.0,3.114
1289531061,279498.7,6130220.0,3.119
1289531062,279498.7,6130220.0,3.114
1289531063,279498.7,6130220.0,3.115
1289531064,279498.7,6130220.0,3.113
1289531065,279498.7,6130220.0,3.116
1289531066,279498.7,6130220.0,3.114
1289531067,279498.7,6130220.0,3.118
1289531068,279498.7,6130220.0,3.115
1289531069,279498.7,6130220.0,3.114
1289531070,279498.7,6130220.0,3.114
1289531071,279498.7,6130220.0,3.113
1289531072,279498.7,6130220.0,3.112
1289531073,279498.7,6130220.0,3.114
1289531074,279498.7,6130220.0,3.113
1289531075,279498.7,6130220.0,3.114
1289531076,279498.7,6130220.0,3.112
1289531077,279498.7,6130220.0,3.114
1289531078,279498.7,6130220.0,3.117
1289531079,279498.7,6130220.0,3.116
1289531080,279498.7,6130220.0,3.123
1289531081,279498.7,6130220.0,3.124
1289531082,279498.7,6130220.0,3.119
1289531083,279498.7,6130220.0,3.117
1289531084,279498.7,6130220.0,3.112
1289531085,279498.7,6130220.0,3.109
1289531086,279498.7,6130220.0,3.108
1289531087,279498.7,6130220.0,3.109
1289531088,279498.7,6130220.0,3.111
1289531089,279498.7,6130220.0,3.112
1289531090,279498.7,6130220.0,3.113
1289531091,279498.7,6130220.0,3.114
1289531092,279498.7,6130220.0,3.111
1289531093,279498.7,6130220.0,3.114
1289531094,279498.7,6130220.0,3.115
1289531095,279498.7,6130220.0,3.123
1289531096,279498.7,6130220.0,3.122
1289531097,279498.7,6130220.0,3.121
1289531098,279498.7,6130220.0,3.124
1289531099,279498.8,6130220.0,3.120
1289531100,279498.8,6130220.0,3.120
1289531101,279498.8,6130220.0,3.121
1289531102,279498.8,6130220.0,3.114
1289531103,279498.8,6130220.0,3.117
1289531104,279498.8,6130220.0,3.115
1289531105,279498.8,6130220.0,3.122
1289531106,279498.8,6130220.0,3.114
1289531107,279498.8,6130220.0,3.115
1289531108,279498.8,6130220.0,3.114
1289531109,279498.8,6130220.0,3.113
1289531110,279498.8,6130220.0,3.112
1289531111,279498.8,6130220.0,3.114
1289531112,279498.8,6130220.0,3.112
1289531113,279498.8,6130220.0,3.112
1289531114,279498.8,6130220.0,3.110
1289531115,279498.8,6130220.0,3.112
1289531116,279498.8,6130220.0,3.112
1289531117,279498.8,6130220.0,3.110
1289531118,279498.8,6130220.0,3.111
1289531119,279498.8,6130220.0,3.112
1289531120,279498.8,6130220.0,3.110
1289531121,279498.8,6130220.0,3.111
1289531122,279498.8,6130220.0,3.111
1289531123,279498.8,6130220.0,3.113
1289531124,279498.8,6130220.0,3.112
1289531125,279498.8,6130220.0,3.125
1289531126,279498.8,6130220.0,3.126
1289531127,279498.8,6130220.0,3.114
1289531128,279498.8,6130220.0,3.111
1289531129,279498.8,6130220.0,3.119
1289531130,279498.8,6130220.0,3.112
1289531131,279498.8,6130220.0,3.112
1289531132,279498.8,6130220.0,3.111
1289531133,279498.8,6130220.0,3.114
1289531134,279498.8,6130220.0,3.111
1289531135,279498.8,6130220.0,3.119
1289531136,279498.8,6130220.0,3.123
1289531137,279498.8,6130220.0,3.112
1289531138,279498.8,6130220.0,3.112
1289531139,279498.8,6130220.0,3.112
1289531140,279498.8,6130220.0,3.112
1289531141,279498.8,6130220.0,3.111
1289531142,279498.8,6130220.0,3.112
1289531143,279498.8,6130220.0,3.114
1289531144,279498.8,6130220.0,3.112
1289531145,279498.8,6130220.0,3.115
1289531146,279498.8,6130220.0,3.116
1289531147,279498.8,6130219.9,3.112
1289531148,279498.8,6130219.9,3.112
1289531149,279498.8,6130219.9,3.111
1289531150,279498.7,6130219.9,3.112
1289531151,279498.7,6130219.9,3.108
1289531152,279498.7,6130219.9,3.109
1289531153,279498.7,6130219.9,3.111
1289531154,279498.7,6130219.9,3.110
1289531155,279498.7,6130219.9,3.104
